numero_solicitacao,razaoSocial,nomeFantasia,cnpjSemTraco,maiorAtraso,margemBrutaAcumulada,percentualProtestos,primeiraCompra,prazoMedioRecebimentoVendas,titulosEmAberto,valorSolicitado,status,definicaoRisco,diferencaPercentualRisco,percentualRisco,dashboardCorrelacao,valorAprovado,dataAprovadoEmComite,periodoBalanco,ativoCirculante,passivoCirculante,totalAtivo,totalPatrimonioLiquido,endividamento,duplicatasAReceber,estoque,faturamentoBruto,margemBruta,periodoDemonstrativoEmMeses,custos,anoFundacao,intervaloFundacao,capitalSocial,restricoes,empresa_MeEppMei,scorePontualidade,limiteEmpresaAnaliseCredito,dataAprovadoNivelAnalista
7085,Maria Godfrey,Jordan Robinson,QZZE12591496363271,0,0.468663451,0.0,2010-10-26T00:00:00,0,24418.2,30000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8392857142857142,0.1607142857142857,0.0,30000.0,,2019-12-31T00:00:00,4098421.0,0.0,4716194.0,2790045.0,0.0,3322031.0,52265.0,2845983.0,0.0,12.0,0.0,1991.0,Acima de 17 anos,500000.0,False,True,1.0,70310.0,2020-12-09T13:17:27
7086,Jane Cooper-Edwards,Nigel Smith,PQBR36866471060746,74,0.5140115049,0.0,2013-06-12T00:00:00,0,0.0,15000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7678571428571428,0.2321428571428571,0.866025403784439,15000.0,,,,,,,,,,2196418.0,0.0,12.0,0.0,2012.0,De 6 a 10 anos,40000.0,False,False,1.0,41400.0,2020-12-09T13:23:39
7087,Julie Quinn-Warner,Dr. Simon Williams,LOZM21824171383570,35,0.0,,2006-10-02T14:27:18,0,0.0,2340000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8214285714285714,0.1785714285714285,0.866025403784439,2340000.0,,2020-06-30T03:00:00,69544664.0,48777418.0,71833581.0,20930562.0,2125600.0,26041692.0,42951142.0,73301644.0,26350029.0,6.0,46951615.0,1994.0,Acima de 17 anos,3600000.0,False,False,0.0,15728302.0,2020-12-09T13:30:51
7088,Susan Stevens,Jemma Nolan,FWSN85895789930087,3,0.3706775251,0.0,2018-04-06T00:00:00,0,0.0,40000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.25,0.0,30000.0,,,,,,,,,,2769994.0,0.0,12.0,0.0,2016.0,De 0 a 5 anos,50000.0,False,False,1.0,59400.0,2020-12-09T13:31:17
7089,Dr. Susan Hutchinson,Neil Dale,CHLM54763649835415,7,0.5012921889,0.0,2019-02-20T00:00:00,13,2456.0,10000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4285714285714285,0.5714285714285714,0.0,5000.0,,,,,,,,,,111276.0,0.0,6.0,0.0,2018.0,De 0 a 5 anos,10000.0,False,True,1.0,8640.0,2020-12-09T13:35:21
7090,Mitchell Phillips-Nelson,Andrew Noble,PJSK30199375301200,21,0.4109533787,0.0,2008-06-09T00:00:00,54,15272.0,50000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8035714285714285,0.1964285714285714,0.0,50000.0,,,,,,,,,,4923038.0,0.0,12.0,0.0,2002.0,Acima de 17 anos,50000.0,False,False,0.9962616846,19980.0,2020-12-09T13:35:53
7091,Mrs. Kathleen Moore,Mitchell Jarvis,HLFI73035323474525,3,0.3697598764,0.0,2009-09-17T00:00:00,0,0.0,30000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,2.8e-15,30000.0,,2019-12-31T00:00:00,2366429.0,385228.0,2510617.0,2125389.0,87383.0,125302.0,597080.0,5578905.0,3105447.0,12.0,2473458.0,1997.0,Acima de 17 anos,251000.0,False,False,1.0,150411.0,2020-12-09T13:36:32
7092,Sophie Williams-Craig,Mr. Guy Lamb,AMVK70950785139481,9,0.6533681481,0.0,2017-04-26T00:00:00,723,513580.14,1100000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5357142857142857,0.4642857142857142,0.98453788288906,1100000.0,,2019-12-31T03:00:00,14534249.0,12160819.0,22560504.0,10399685.0,7603324.0,7760018.0,5648647.0,56858056.0,24111638.0,12.0,32746418.0,2015.0,De 0 a 5 anos,99800.0,False,True,0.9861354842,1178871.0,2020-12-09T12:46:20
7093,Jemma Sims,Sarah Hughes-Wright,WDBT13256898478269,27,0.4623759002,0.0,2015-01-19T00:00:00,37,10726.87,20000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5892857142857142,0.4107142857142857,0.0,20000.0,,,,,,,,,,746774.0,0.0,12.0,0.0,1996.0,Acima de 17 anos,70000.0,False,False,1.0,14520.0,2020-12-09T13:42:57
7094,Valerie Moss,Paige Davies-Simpson,HVOI69034112952167,17,0.3484855989,0.0,2017-09-21T00:00:00,66,87477.43,300000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.875,0.125,-0.992639264302386,300000.0,,2020-07-31T03:00:00,8146674.0,5872763.0,11791851.0,5919088.0,0.0,802554.0,5659885.0,20764273.0,0.0,7.0,0.0,2014.0,De 6 a 10 anos,900000.0,False,False,0.7591893596,1632604.0,2020-12-09T12:46:45
7095,Amy Carr,Jennifer Freeman-Barrett,OLBJ34699441965051,11,0.2777570091,0.0,2009-06-08T00:00:00,33,88113.6,450000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.6964285714285714,0.3035714285714285,3e-16,450000.0,,2020-10-30T03:00:00,8937260.0,1884876.0,9924563.0,1946287.0,1860500.0,1714106.0,0.0,17711761.0,6843331.0,10.0,10868430.0,2004.0,De 11 a 16 anos,500000.0,False,False,0.8114758588,199310.0,2020-12-09T13:43:35
7096,Margaret Mitchell,Judith Davies,VXLS83863341548865,14,0.524758693,0.0,2007-11-29T00:00:00,141,115033.33,150000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.9724134154,,
7097,Colin Skinner,Gerald Jones-Wilson,XLED73493778324785,0,0.4731576963,0.0,2019-08-22T00:00:00,0,0.0,10000.0,ReprovadoAnalista,De 51 a 80 % - Alto,0.4642857142857142,0.5357142857142857,0.0,,,,,,,,,,,447118.0,0.0,12.0,0.0,2019.0,De 0 a 5 anos,60000.0,False,True,1.0,7040.0,
7098,Antony Clements-Dawson,Alexandra Bailey,CHTH65483856477293,0,0.6107355504,0.0,2015-11-27T00:00:00,357,1761.81,10000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.25,0.0,5000.0,,,,,,,,,,841464.0,0.0,12.0,0.0,2012.0,De 6 a 10 anos,30000.0,False,False,1.0,14850.0,2020-12-09T13:52:31
7099,Mr. Leslie Taylor,Ashleigh Byrne-Bradley,ZYUL32892423767231,0,0.5974924851,0.0,2020-05-20T00:00:00,58,12453.57,25000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.6964285714285714,0.3035714285714285,0.0,20000.0,,2019-12-31T00:00:00,537242.0,48166.0,906427.0,858261.0,2348.0,0.0,324098.0,973841.0,769537.0,12.0,204304.0,2018.0,De 0 a 5 anos,400000.0,False,False,1.0,25004.0,2020-12-09T13:56:00
7100,Mr. Danny Bradley,Mrs. Beverley Khan,DQHR28993190990331,3,0.4436771274,0.0,2018-09-28T00:00:00,507,154941.09,3000000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,0.866025403784439,3000000.0,,2019-12-31T03:00:00,229575176.0,170367087.0,287899457.0,111362263.0,4604011.0,65581204.0,113438883.0,896648067.0,288100210.0,12.0,608547857.0,2002.0,Acima de 17 anos,78600000.0,False,False,1.0,41014511.0,2020-12-09T13:21:55
7101,Suzanne Smith,Marian Day,AVAO63044598911311,14,0.5650457739,0.0,2019-12-17T00:00:00,42,118195.87,600000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6428571428571428,0.3571428571428571,0.0,600000.0,,2019-12-31T03:00:00,40147679.0,40222591.0,56028277.0,15136282.0,15775862.0,14799137.0,23664583.0,120776175.0,33545891.0,12.0,87230284.0,2004.0,De 11 a 16 anos,3000000.0,False,True,1.0,4670447.0,2020-12-09T13:22:44
7102,Dr. Rita Robinson,Elaine Hawkins,OKRW24435138073897,79,0.4123809234,0.0,2006-01-23T00:00:00,51,788908.66,2000000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.9999818961,,
7103,Richard Johnson,Sean Ali,IDCD54168176325806,27,0.292221121,0.0,2008-01-18T00:00:00,0,4133.34,150000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,-0.866025403784439,150000.0,,2019-12-31T03:00:00,23686339.0,4828855.0,25683558.0,18743273.0,0.0,11272713.0,8858065.0,46265229.0,22408153.0,12.0,23857076.0,1979.0,Acima de 17 anos,1500000.0,False,False,1.0,4022879.0,2020-12-09T14:05:09
7104,Margaret Mitchell,Judith Davies,VXLS83863341548865,14,0.524758693,0.0,2007-11-29T00:00:00,141,115033.33,150000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8571428571428571,0.1428571428571428,-0.866025403784439,150000.0,,2020-10-31T03:00:00,138690105.0,58642293.0,227101527.0,169092213.0,6280139.0,63337128.0,52942643.0,189095178.0,62954518.0,10.0,126140660.0,1998.0,Acima de 17 anos,13358197.0,False,False,0.9724134154,2630628.0,2020-12-09T14:07:10
7105,Dr. Rita Robinson,Elaine Hawkins,OKRW24435138073897,79,0.4123809234,0.0,2006-01-23T00:00:00,51,788908.66,2000000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7142857142857142,0.2857142857142857,0.768394914892389,1300000.0,,2020-09-30T03:00:00,136635000.0,117181000.0,229560000.0,76345000.0,49647000.0,49964000.0,22124000.0,161905000.0,26797000.0,9.0,135108000.0,1991.0,Acima de 17 anos,69000000.0,False,False,0.9999818961,0.0,2020-12-09T14:12:42
7106,Mrs. Charlene Butler,Gerard Walker,UQXK41936379075720,25,0.326278126,0.0,2008-09-04T00:00:00,0,0.0,50000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.6964285714285714,0.3035714285714285,0.0,25000.0,,,,,,,,,,85477336.0,0.0,12.0,0.0,2006.0,De 11 a 16 anos,20000.0,False,False,1.0,720000.0,2020-12-09T14:16:48
7107,Kelly Fox,Lorraine Hughes,DNLY35380748067028,9,0.4788656395,0.0,2015-08-27T00:00:00,34,113370.0,1100000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.25,-0.866025403784439,1010000.0,,2019-12-31T03:00:00,21652995.0,8896563.0,35490938.0,23207261.0,1847485.0,9239556.0,9240657.0,44276940.0,19550284.0,12.0,24726656.0,2006.0,De 11 a 16 anos,2897000.0,False,False,1.0,1657600.0,2020-12-09T14:29:15
7108,Clive Shaw,Jacqueline Rowe,GTVX84850247096668,26,0.5190625,0.0,2016-08-23T00:00:00,112,37080.0,100000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8214285714285714,0.1785714285714285,0.988258284181463,100000.0,,2019-12-31T03:00:00,55021149.0,8669651.0,56167591.0,47387378.0,1646822.0,43307640.0,78404742.0,41281572.0,30471860.0,12.0,10809712.0,2002.0,Acima de 17 anos,2500000.0,False,False,0.284149508,2578814.0,2020-12-09T14:41:17
7109,Natasha Carroll,Ben Russell,RBBY73052190343634,6,0.2602688844,0.0,2015-01-27T00:00:00,162,47300.0,200000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7857142857142857,0.2142857142857142,0.0,100000.0,,2020-07-31T03:00:00,3528392.0,2900903.0,3559228.0,391677.0,729360.0,3074951.0,428467.0,4991018.0,1795854.0,7.0,3195164.0,2002.0,Acima de 17 anos,15000.0,False,False,1.0,1800.0,2020-12-09T15:44:17
7110,Marie Norris-Farmer,Ms. Rosie Greenwood,LZBV14579065219302,0,0.4434504179,0.0,2018-01-22T00:00:00,0,65797.0,90000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.25,0.0,90000.0,,,,,,,,,,0.0,0.0,1.0,0.0,1983.0,Acima de 17 anos,300000.0,False,False,1.0,6568433.0,2020-12-09T15:46:22
7111,Dr. Karl Webster,Harry Robinson,CQFL28442892468834,8,0.4523612213,0.0,2007-08-29T00:00:00,41,767078.27,100000.0,EmAnaliseDocumentacao,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,-0.89895028654329,,,2020-08-31T03:00:00,17835544.0,9953825.0,20811945.0,10858119.0,0.0,3789277.0,5460215.0,33286596.0,13057423.0,8.0,20229173.0,1990.0,Acima de 17 anos,260000.0,False,False,0.9370702299,228000.0,
7112,Ms. Janice Hewitt,Kathleen Turner,WXGP05968206409100,58,0.4239918686,0.0,2009-02-02T00:00:00,0,0.0,25000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5,0.5,0.0,25000.0,,2019-12-31T00:00:00,296299.0,611343.0,511329.0,-157004.0,201098.0,575206.0,0.0,7497219.0,3504774.0,12.0,3992445.0,1993.0,Acima de 17 anos,290000.0,False,True,1.0,46000.0,2020-12-09T16:37:19
7113,Molly Andrews-Parry,Mr. Wayne Holloway,FSBF37069587825660,42,0.378283575,0.0,2009-03-30T00:00:00,22,66500.0,800000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8571428571428571,0.1428571428571428,-0.866025403784439,800000.0,,2019-12-31T03:00:00,32545504.0,10942654.0,38448213.0,15452111.0,11702800.0,15358844.0,13351057.0,81491476.0,30575602.0,12.0,50915874.0,1977.0,Acima de 17 anos,1000000.0,False,False,0.5966656488,7547556.0,2020-12-09T17:24:27
7114,Dr. Karl Webster,Harry Robinson,CQFL28442892468834,8,0.4523612213,0.0,2007-08-29T00:00:00,41,767078.27,1000000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,-0.89895028654329,1000000.0,,2020-08-31T03:00:00,17835544.0,9953825.0,20811945.0,10858119.0,0.0,3789277.0,5460215.0,33286596.0,13057423.0,8.0,20229173.0,1990.0,Acima de 17 anos,260000.0,False,False,0.9370702299,228000.0,2020-12-09T17:25:15
7115,Carly Brown,Mr. Bryan Johnson,KNRI12225473456932,21,0.4259094783,0.0,2009-04-22T00:00:00,38,18360.0,70000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7678571428571428,0.2321428571428571,0.583353582252722,70000.0,,2019-12-31T03:00:00,12128841.0,2393765.0,19287541.0,13904088.0,0.0,7339189.0,3944935.0,25513851.0,8990612.0,12.0,16523239.0,1984.0,Acima de 17 anos,500000.0,False,False,0.9038223983,739505.0,2020-12-09T17:28:06
7116,Mrs. Sylvia Lawrence,Ronald Wood,UGFP92296176590176,2,0.5861232635,0.0,2018-07-25T00:00:00,0,0.0,24000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.2499999999999999,0.0,24000.0,,2019-12-31T00:00:00,378990.0,142887.0,516278.0,373391.0,0.0,0.0,313487.0,1323000.0,0.0,12.0,0.0,2012.0,De 6 a 10 anos,100000.0,False,True,1.0,6660.0,2020-12-09T18:03:05
7117,Jemma Hayward,Mr. Vincent West,JEDU45481977025205,4,0.5831457223,0.0,2019-03-14T00:00:00,46,28100.0,50000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8035714285714285,0.1964285714285714,0.0,50000.0,,2020-09-30T03:00:00,242935.0,17635.0,443546.0,228746.0,0.0,167846.0,0.0,1817402.0,1294023.0,12.0,523379.0,2018.0,De 0 a 5 anos,200000.0,False,False,1.0,8750.0,2020-12-09T18:04:03
7118,Jason Lucas,Luke Collier,LECE32338153311549,4,0.5436747955,0.0,2019-11-22T00:00:00,39,706540.0,333000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6428571428571428,0.3571428571428571,0.0,333000.0,,2020-10-31T03:00:00,11692203.0,1718194.0,12518249.0,5341092.0,0.0,9897590.0,923371.0,17508914.0,7850253.0,10.0,9658661.0,2018.0,De 0 a 5 anos,95400.0,False,True,1.0,2700.0,2020-12-09T18:06:59
7119,Michelle Stone,Leah Reid,ZXFV25840353174274,15,0.5685069721,0.0,2014-02-18T00:00:00,34,497700.0,370000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8392857142857142,0.1607142857142857,-5.2e-15,325000.0,,2019-12-31T03:00:00,19771841.0,4972363.0,19906740.0,14656696.0,746306.0,11363515.0,7758598.0,12953657.0,6063498.0,12.0,6890159.0,2012.0,De 6 a 10 anos,500000.0,False,False,0.9881939178,1401660.0,2020-12-09T18:17:48
7120,Anne Bell,Henry Norton,NNKV57789966660227,4,0.3999513742,0.0,2019-02-27T00:00:00,0,0.0,70000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8571428571428571,0.1428571428571428,0.0,40000.0,,2019-12-31T03:00:00,2210215.0,995581.0,2212719.0,802197.0,0.0,956286.0,1023097.0,3057044.0,1377360.0,12.0,1679684.0,2014.0,De 6 a 10 anos,101000.0,False,False,1.0,10800.0,2020-12-09T18:18:25
7121,Brenda Walker,Robin Howe-Quinn,IAXE85426118742469,10,0.3300473189,0.0,2009-11-10T00:00:00,18,10244.8,130000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,-6.92e-14,130000.0,,2019-12-31T03:00:00,3387810.0,468985.0,3903114.0,3434000.0,0.0,279406.0,1809845.0,7817771.0,2687660.0,12.0,5130111.0,1986.0,Acima de 17 anos,140000.0,False,False,1.0,310500.0,2020-12-09T18:45:03
7122,Joe Walters,Mr. Lawrence Williams,OXRS91694325479273,4,0.3632907397,0.0,2018-02-15T00:00:00,74,13390.98,40000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6428571428571428,0.3571428571428571,0.0,25000.0,,,,,,,,,,2215511.0,0.0,12.0,0.0,2017.0,De 0 a 5 anos,40000.0,False,False,1.0,10800.0,2020-12-09T18:45:44
7123,Bethany Allen-Thomas,Dr. Kieran Morris,TVAI03236080886003,411,0.2932141791,0.0,2006-07-24T00:00:00,47,44094.17,105000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,-0.785408477489817,105000.0,,2019-12-31T03:00:00,3773721.0,1016003.0,4152165.0,2746154.0,0.0,559833.0,1008522.0,9372241.0,3626208.0,12.0,5746033.0,1984.0,Acima de 17 anos,500000.0,False,False,0.8866584856,162000.0,2020-12-09T18:44:13
7124,Ms. Lauren Short,William Hart,UBND25917509975623,3,0.5126153152,0.0,2019-01-31T00:00:00,114,765000.0,2000000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8571428571428571,0.1428571428571428,0.0,1400000.0,,2020-06-30T06:00:00,18595469.0,8221988.0,18595469.0,10373481.0,0.0,6386891.0,5365534.0,45946428.0,15427832.0,6.0,30518596.0,2018.0,De 0 a 5 anos,1000000.0,False,False,1.0,388000.0,2020-12-09T20:27:21
7125,Sam Holden,Hannah Bennett,IOFS82458422164250,3,0.5775383164,0.0,2020-08-18T00:00:00,0,1157142.87,1600000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
7126,Shaun Barlow-Owen,Dr. Peter Bryan,NTPP27145676483888,2,0.1719910304,0.0,2019-07-29T00:00:00,60,57600.0,180000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7321428571428571,0.2678571428571428,0.0,180000.0,,2020-11-30T03:00:00,6913398.0,2919862.0,6913398.0,693409.0,0.0,2598079.0,4075498.0,3594626.0,3563873.0,11.0,30753.0,2017.0,De 0 a 5 anos,350000.0,False,True,1.0,52800.0,2020-12-09T19:15:32
7127,Carolyn Hill,Tony Cooper-Clarke,NBXE63082525418389,5,0.4601469959,0.0,2016-04-20T00:00:00,30,462717.79,600000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8571428571428571,0.1428571428571428,-0.768161906669043,600000.0,,2020-08-31T03:00:00,23101229.0,9670740.0,24275488.0,725762.0,8398770.0,6846089.0,6906499.0,38216529.0,17813422.0,8.0,20403107.0,2003.0,Acima de 17 anos,801000.0,False,False,1.0,495000.0,2020-12-09T19:19:45
7128,Sam Holden,Hannah Bennett,IOFS82458422164250,3,0.5775383164,0.0,2020-08-18T00:00:00,0,1157142.87,1600000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,0.0,1600000.0,,2019-12-31T03:00:00,55082636.0,37431233.0,63680604.0,23874977.0,19703545.0,16682591.0,35487002.0,99600153.0,29726130.0,12.0,69874023.0,2002.0,Acima de 17 anos,250000.0,False,False,1.0,7454236.0,2020-12-09T19:32:32
7129,Laura Hughes-George,Bernard Brown,IQNN17937561360342,16,0.0,,2015-09-30T17:49:54,0,0.0,600000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8035714285714285,0.1964285714285714,0.0,250000.0,,2019-12-30T03:00:00,3109371.0,1269604.0,3323683.0,2054079.0,0.0,132775.0,2815990.0,13983957.0,7289809.0,12.0,6694148.0,2013.0,De 6 a 10 anos,30000.0,False,False,0.0,1351652.0,2020-12-09T19:33:56
7130,Gail Wells,Marilyn Holden,YFOX89081083275452,10,0.4445438293,0.0,2015-12-07T00:00:00,64,427368.68,800000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8035714285714285,0.1964285714285714,3.28e-14,800000.0,,2019-12-31T03:00:00,23957204.0,4304688.0,26171298.0,19623962.0,2242647.0,3254315.0,14027798.0,53539270.0,3610487.0,12.0,49928783.0,2014.0,De 6 a 10 anos,1000000.0,False,True,0.9981274193,4030686.0,2020-12-09T20:28:45
7131,Mr. Oliver Smith,Keith Phillips,BJFT44606626957518,8,0.3539798522,0.0,2019-05-24T00:00:00,0,0.0,50000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9285714285714284,0.0714285714285714,0.866025403784439,50000.0,,2019-12-31T00:00:00,28336292.0,8258925.0,35070822.0,21752533.0,0.0,5633313.0,701979.0,43917342.0,17774169.0,12.0,26143173.0,2010.0,De 6 a 10 anos,18022391.0,False,False,1.0,360000.0,2020-12-09T20:39:37
7132,Alexandra Baxter,Hazel Lord,RRTM78427158532411,3,0.0,,2020-08-28T10:21:50,0,0.0,25000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5714285714285714,0.4285714285714285,0.0,15500.0,,,,,,,,,,1200000.0,0.0,12.0,0.0,2001.0,Acima de 17 anos,200000.0,False,True,0.0,0.0,2020-12-09T20:41:02
7133,Francis Hall,Michelle Bailey,VRHM81767454396247,43,0.0,,2016-04-19T15:18:28,0,0.0,300000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8035714285714285,0.1964285714285714,-0.866025403784439,300000.0,,2019-12-31T03:00:00,4047268.0,525107.0,6492744.0,5967637.0,0.0,2641973.0,585223.0,10932757.0,4207326.0,12.0,6725431.0,1981.0,Acima de 17 anos,200000.0,False,False,0.0,944983.0,2020-12-09T20:30:49
7134,Karen Owen-Thomas,Mrs. Heather Williams,DBFY48808982599358,162,1.0,0.0,2018-08-22T00:00:00,45,43858.95,50000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.6964285714285714,0.3035714285714285,0.0,20000.0,,2019-12-31T00:00:00,613805.0,584630.0,613805.0,29175.0,484667.0,337738.0,271169.0,1729621.0,445141.0,12.0,1284480.0,2018.0,De 0 a 5 anos,250000.0,False,False,0.5941414554,1320.0,2020-12-10T13:01:51
7135,Stephanie Sutton,Chelsea Scott,ZWMW11160431817188,28,0.6804625377,0.0,2013-04-08T00:00:00,0,0.0,50000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.25,0.0,20000.0,,2019-12-31T00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1954157.0,0.0,12.0,0.0,2007.0,De 11 a 16 anos,60000.0,False,True,1.0,16200.0,2020-12-10T13:02:16
7136,Gail Wells,Marilyn Holden,YFOX89081083275452,10,0.4445438293,0.0,2015-12-07T00:00:00,64,427368.68,800000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8035714285714285,0.1964285714285714,3.28e-14,800000.0,,2019-12-31T03:00:00,23957204.0,4304688.0,26171298.0,19623962.0,2242647.0,3254315.0,14027798.0,53539270.0,3610487.0,12.0,49928783.0,2014.0,De 6 a 10 anos,1000000.0,False,True,0.9981274193,4030686.0,2020-12-10T13:01:11
7137,Miss Stacey Taylor,Adam Hill,SVIN40715352813470,91,0.3831393429,0.0,2006-03-03T00:00:00,165,362410.6,1500000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8035714285714285,0.1964285714285714,-0.404131479982723,1500000.0,,2019-12-31T03:00:00,42532123.0,18107521.0,48535495.0,24934123.0,0.0,17267452.0,15305373.0,116830799.0,0.0,12.0,0.0,2003.0,Acima de 17 anos,2000000.0,False,False,0.9888857194,19892480.0,2020-12-10T13:12:20
7138,Mohamed Hopkins,Robin Finch-Dennis,CIOS20472635945568,0,0.0,,,0,0.0,50000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
7139,Peter Day,Denise Parsons,JLVZ95589699386749,0,0.4414387506,0.0,2019-09-18T00:00:00,32,2568.29,20000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.25,0.0,20000.0,,,,,,,,,,22440041.0,0.0,12.0,0.0,2019.0,De 0 a 5 anos,150000.0,False,False,1.0,1310896.0,2020-12-10T13:12:43
7140,Dr. Stewart Griffiths,Mrs. Sharon Scott,BIRV61867047834185,16,0.3467496867,0.0,2013-01-28T00:00:00,167,6649.14,20000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
7141,Mr. Bryan Sykes,Denise Shaw-Jordan,ESKK18597610559082,0,0.0,,2020-07-21T11:31:11,0,0.0,100000.0,ReprovadoAnalista,De 11 a 30 % - Baixo,0.8214285714285714,0.1785714285714285,0.0,,,2019-12-31T03:00:00,293402000.0,187575000.0,386929000.0,164778000.0,48351000.0,127328000.0,91390000.0,671575000.0,188107000.0,12.0,483468000.0,2010.0,De 6 a 10 anos,290536290.0,True,False,0.0,23830848.0,
7142,Jonathan Wilson,Jordan Stevens,TPCC73510080166076,4,0.4698549008,0.0,2015-03-03T00:00:00,83,17107.18,60000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,0.0,60000.0,,2019-12-31T03:00:00,1081739.0,323191.0,1488698.0,1165407.0,0.0,205395.0,528757.0,3218464.0,849662.0,12.0,2368802.0,2013.0,De 6 a 10 anos,200000.0,False,False,1.0,140365.0,2020-12-10T13:20:21
7143,Mr. Bryan Sykes,Dr. Matthew Austin,SDSQ64315406623163,0,0.0,,2020-07-30T09:48:14,0,0.0,50000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
7144,Sian Evans,Marie Chapman,AXJA46741304327572,20,0.2964319012,0.0,2017-03-20T00:00:00,0,0.0,20000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5,0.4999999999999999,0.865836711660915,10000.0,,2019-12-31T00:00:00,3034015.0,3472019.0,3713742.0,241723.0,1856500.0,409524.0,1721044.0,4101313.0,2060458.0,12.0,2040855.0,2016.0,De 0 a 5 anos,100000.0,False,True,1.0,52800.0,2020-12-10T13:22:38
